Image_Name,Image_Path,Plate_Detected,Detected_Text,x1,y1,x2,y2,Processed_Image_Path,Processing_Time,Confidence_Score
0024.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0024.jpg,False,,317,470,411,519,N/A,0.12,0.0
0025.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0025.jpg,False,,201,520,335,590,N/A,0.09,0.0
0026.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0026.jpg,False,,378,529,508,596,N/A,0.11,0.0
0027.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0027.jpg,False,,398,498,538,570,N/A,0.10,0.0
0028.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0028.jpg,False,,373,540,502,609,N/A,0.11,0.0
0029.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0029.jpg,False,,320,464,413,517,N/A,0.13,0.0
0030.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0030.jpg,False,,328,659,441,719,N/A,0.11,0.0
0031.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0031.jpg,False,,307,596,430,659,N/A,0.11,0.0
0032.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0032.jpg,False,,374,455,463,499,N/A,0.11,0.0
0033.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0033.jpg,False,,426,538,543,599,N/A,0.11,0.0
0034.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0034.jpg,False,,286,508,416,578,N/A,0.13,0.0
0035.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0035.jpg,False,,469,951,698,1057,N/A,0.15,0.0
0036.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0036.jpg,False,,330,586,448,640,N/A,0.13,0.0
0037.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0037.jpg,False,,410,616,554,707,N/A,0.10,0.0
0038.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0038.jpg,False,,540,485,652,544,N/A,0.13,0.0
0039.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0039.jpg,False,,437,475,570,547,N/A,0.12,0.0
0040.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0040.jpg,False,,401,482,623,598,N/A,0.12,0.0
0041.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0041.jpg,False,,519,294,624,365,N/A,0.09,0.0
0042.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0042.jpg,False,,196,214,273,256,N/A,0.11,0.0
0043.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0043.jpg,False,,357,252,511,341,N/A,0.13,0.0
0044.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0044.jpg,False,,271,329,397,414,N/A,0.13,0.0
0045.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0045.jpg,False,,178,140,240,172,N/A,0.11,0.0
0046.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0046.jpg,False,,395,364,513,427,N/A,0.14,0.0
0047.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0047.jpg,False,,229,211,307,251,N/A,0.09,0.0
0048.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0048.jpg,False,,391,443,595,549,N/A,0.17,0.0
0049.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0049.jpg,False,,479,568,624,639,N/A,0.17,0.0
0050.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0050.jpg,False,,413,687,596,779,N/A,0.13,0.0
0051.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0051.jpg,False,,491,427,692,541,N/A,0.11,0.0
0052.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0052.jpg,False,,236,475,354,546,N/A,0.12,0.0
0053.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0053.jpg,False,,412,509,563,591,N/A,0.12,0.0
0054.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0054.jpg,False,,219,445,320,500,N/A,0.13,0.0
0055.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0055.jpg,False,,572,388,665,451,N/A,0.11,0.0
0056.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0056.jpg,False,,221,570,322,619,N/A,0.08,0.0
0057.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0057.jpg,False,,187,608,323,675,N/A,0.07,0.0
0058.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0058.jpg,False,,136,480,291,564,N/A,0.08,0.0
0059.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0059.jpg,False,,385,835,513,901,N/A,0.17,0.0
0060.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0060.jpg,False,,408,549,592,653,N/A,0.19,0.0
0061.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0061.jpg,False,,260,451,523,601,N/A,0.19,0.0
0062.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0062.jpg,False,,460,524,718,649,N/A,0.13,0.0
0063.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0063.jpg,False,,400,440,798,643,N/A,0.17,0.0
0064.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0064.jpg,False,,314,576,480,653,N/A,0.16,0.0
0065.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0065.jpg,False,,235,534,368,602,N/A,0.16,0.0
0066.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0066.jpg,False,,442,481,671,598,N/A,0.15,0.0
0067.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0067.jpg,False,,415,463,632,558,N/A,0.12,0.0
0068.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0068.jpg,False,,334,832,567,945,N/A,0.18,0.0
0069.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0069.jpg,False,,457,613,623,696,N/A,0.25,0.0
0070.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0070.jpg,False,,515,782,623,838,N/A,0.29,0.0
0071.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0071.jpg,False,,501,696,668,780,N/A,0.22,0.0
0072.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0072.jpg,False,,426,580,685,709,N/A,0.22,0.0
0073.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0073.jpg,False,,443,765,775,934,N/A,0.19,0.0
0074.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0074.jpg,False,,309,298,449,368,N/A,0.18,0.0
0075.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0075.jpg,False,,917,381,958,404,N/A,0.19,0.0
0076.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0076.jpg,False,,454,469,657,578,N/A,0.17,0.0
0077.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0077.jpg,False,,355,766,718,956,N/A,0.19,0.0
0078.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0078.jpg,False,,514,587,644,653,N/A,0.17,0.0
0079.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0079.jpg,False,,260,391,438,484,N/A,0.11,0.0
0080.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0080.jpg,False,,410,573,621,683,N/A,0.13,0.0
0081.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0081.jpg,False,,395,305,570,393,N/A,0.10,0.0
0082.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0082.jpg,False,,245,315,432,411,N/A,0.10,0.0
0083.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0083.jpg,False,,327,190,454,255,N/A,0.10,0.0
0084.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0084.jpg,False,,267,347,399,415,N/A,0.11,0.0
0085.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0085.jpg,False,,374,674,522,749,N/A,0.11,0.0
0086.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0086.jpg,False,,557,615,684,680,N/A,0.13,0.0
0087.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0087.jpg,False,,396,613,620,725,N/A,0.12,0.0
0088.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0088.jpg,False,,223,329,325,386,N/A,0.10,0.0
0089.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0089.jpg,False,,213,333,307,382,N/A,0.11,0.0
0090.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0090.jpg,False,,311,604,452,665,N/A,0.11,0.0
0091.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0091.jpg,False,,382,570,534,645,N/A,0.14,0.0
0092.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0092.jpg,False,,428,644,585,720,N/A,0.13,0.0
0093.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0093.jpg,False,,662,664,833,750,N/A,0.14,0.0
0094.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0094.jpg,False,,369,690,574,802,N/A,0.13,0.0
0095.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0095.jpg,False,,434,396,533,461,N/A,0.12,0.0
0096.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0096.jpg,False,,264,317,399,386,N/A,0.10,0.0
0097.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0097.jpg,False,,237,697,378,772,N/A,0.12,0.0
0098.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0098.jpg,False,,537,453,703,546,N/A,0.11,0.0
0099.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0099.jpg,False,,902,520,997,571,N/A,0.14,0.0
0100.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0100.jpg,False,,437,507,749,669,N/A,0.13,0.0
0101.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0101.jpg,False,,342,180,565,276,N/A,0.09,0.0
0102.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0102.jpg,False,,197,230,309,285,N/A,0.10,0.0
0103.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0103.jpg,False,,424,523,519,569,N/A,0.12,0.0
0104.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0104.jpg,False,,466,268,570,318,N/A,0.09,0.0
0105.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0105.jpg,False,,194,268,248,302,N/A,0.10,0.0
0106.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0106.jpg,False,,483,325,590,379,N/A,0.09,0.0
0107.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0107.jpg,False,,463,182,577,241,N/A,0.09,0.0
0108.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0108.jpg,False,,501,685,671,772,N/A,0.13,0.0
0109.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0109.jpg,False,,296,435,422,500,N/A,0.12,0.0
0110.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0110.jpg,False,,200,482,362,563,N/A,0.09,0.0
0111.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0111.jpg,False,,273,420,448,513,N/A,0.11,0.0
0112.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0112.jpg,False,,351,461,506,541,N/A,0.13,0.0
0113.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0113.jpg,False,,391,191,640,311,N/A,0.08,0.0
0114.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0114.jpg,False,,275,471,337,515,N/A,0.11,0.0
0115.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0115.jpg,False,,282,702,541,828,N/A,0.13,0.0
0116.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0116.jpg,False,,324,328,483,411,N/A,0.13,0.0
0117.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0117.jpg,False,,387,386,570,483,N/A,0.09,0.0
0118.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0118.jpg,False,,243,567,828,878,N/A,0.14,0.0
0119.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0119.jpg,False,,263,589,358,639,N/A,0.10,0.0
0120.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0120.jpg,False,,282,454,364,497,N/A,0.10,0.0
0121.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0121.jpg,False,,239,444,364,513,N/A,0.13,0.0
0122.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0122.jpg,False,,378,574,649,705,N/A,0.12,0.0
0123.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0123.jpg,False,,262,496,390,559,N/A,0.10,0.0
0124.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0124.jpg,False,,262,317,487,435,N/A,0.10,0.0
0125.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0125.jpg,False,,185,566,533,701,N/A,0.11,0.0
0126.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0126.jpg,False,,249,337,380,404,N/A,0.10,0.0
0127.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0127.jpg,False,,236,504,567,672,N/A,0.12,0.0
0128.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0128.jpg,False,,193,371,247,400,N/A,0.10,0.0
0129.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0129.jpg,False,,404,278,689,424,N/A,0.12,0.0
0130.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0130.jpg,False,,415,331,502,373,N/A,0.11,0.0
0131.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0131.jpg,False,,245,412,348,471,N/A,0.11,0.0
0132.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0132.jpg,False,,475,661,664,757,N/A,0.13,0.0
0133.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0133.jpg,False,,260,469,397,547,N/A,0.10,0.0
0134.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0134.jpg,False,,265,446,451,564,N/A,0.10,0.0
0135.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0135.jpg,False,,289,455,443,533,N/A,0.12,0.0
0136.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0136.jpg,False,,388,308,555,393,N/A,0.11,0.0
0137.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0137.jpg,False,,282,272,426,367,N/A,0.10,0.0
0138.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0138.jpg,False,,173,275,238,318,N/A,0.08,0.0
0139.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0139.jpg,False,,338,290,507,376,N/A,0.13,0.0
0140.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0140.jpg,False,,277,252,399,313,N/A,0.12,0.0
0141.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0141.jpg,False,,343,408,525,500,N/A,0.11,0.0
0142.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0142.jpg,False,,203,692,451,833,N/A,0.13,0.0
0143.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0143.jpg,False,,363,487,438,528,N/A,0.16,0.0
0144.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0144.jpg,False,,282,330,426,403,N/A,0.18,0.0
0145.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0145.jpg,False,,336,569,474,640,N/A,0.12,0.0
0146.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0146.jpg,False,,379,581,498,647,N/A,0.13,0.0
0147.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0147.jpg,False,,436,242,665,363,N/A,0.14,0.0
0148.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0148.jpg,False,,800,349,1089,494,N/A,0.19,0.0
0149.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0149.jpg,False,,778,329,1207,523,N/A,0.20,0.0
0150.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0150.jpg,False,,279,315,336,345,N/A,0.10,0.0
0151.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0151.jpg,False,,341,161,621,308,N/A,0.12,0.0
0152.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0152.jpg,False,,408,661,627,772,N/A,0.21,0.0
0153.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0153.jpg,False,,252,360,804,636,N/A,0.13,0.0
0154.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0154.jpg,False,,411,430,597,531,N/A,0.11,0.0
0155.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0155.jpg,False,,407,335,508,389,N/A,0.08,0.0
0156.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0156.jpg,False,,397,368,617,482,N/A,0.13,0.0
0157.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0157.jpg,False,,288,253,416,316,N/A,0.15,0.0
0158.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0158.jpg,False,,233,560,390,641,N/A,0.14,0.0
0159.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0159.jpg,False,,341,323,495,404,N/A,0.13,0.0
0160.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0160.jpg,False,,373,464,595,573,N/A,0.14,0.0
0161.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0161.jpg,False,,330,533,447,591,N/A,0.11,0.0
0162.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0162.jpg,False,,407,702,505,752,N/A,0.10,0.0
0163.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0163.jpg,False,,220,248,595,465,N/A,0.10,0.0
0164.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0164.jpg,False,,397,368,617,482,N/A,0.10,0.0
0165.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0165.jpg,False,,289,288,435,364,N/A,0.11,0.0
0166.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0166.jpg,False,,445,392,600,464,N/A,0.10,0.0
0167.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0167.jpg,False,,187,477,385,579,N/A,0.11,0.0
0168.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0168.jpg,False,,267,465,418,542,N/A,0.16,0.0
0169.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0169.jpg,False,,166,403,443,525,N/A,0.16,0.0
0170.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0170.jpg,False,,266,367,359,415,N/A,0.13,0.0
0171.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0171.jpg,False,,301,291,459,375,N/A,0.16,0.0
0172.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0172.jpg,False,,268,347,395,410,N/A,0.09,0.0
0173.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0173.jpg,False,,100,378,407,538,N/A,0.08,0.0
0174.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0174.jpg,False,,514,271,599,317,N/A,0.09,0.0
0175.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0175.jpg,False,,384,314,511,378,N/A,0.09,0.0
0176.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0176.jpg,False,,498,616,713,731,N/A,0.14,0.0
0177.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0177.jpg,False,,508,502,581,558,N/A,0.11,0.0
0178.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0178.jpg,False,,376,594,493,653,N/A,0.12,0.0
0179.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0179.jpg,False,,253,446,411,529,N/A,0.11,0.0
0180.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0180.jpg,False,,284,504,385,562,N/A,0.12,0.0
0181.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0181.jpg,False,,215,120,320,178,N/A,0.09,0.0
0182.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0182.jpg,False,,453,195,570,258,N/A,0.09,0.0
0183.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0183.jpg,False,,273,210,440,295,N/A,0.11,0.0
0184.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0184.jpg,False,,292,206,490,307,N/A,0.09,0.0
0185.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0185.jpg,False,,87,430,173,492,N/A,0.11,0.0
0186.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0186.jpg,False,,345,412,516,499,N/A,0.11,0.0
0187.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0187.jpg,False,,373,541,518,620,N/A,0.11,0.0
0188.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0188.jpg,False,,222,397,357,473,N/A,0.11,0.0
0189.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0189.jpg,False,,525,418,635,471,N/A,0.11,0.0
0190.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0190.jpg,False,,181,186,276,235,N/A,0.11,0.0
0191.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0191.jpg,False,,437,469,569,541,N/A,0.11,0.0
0192.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0192.jpg,False,,302,293,413,350,N/A,0.12,0.0
0193.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0193.jpg,False,,270,448,428,543,N/A,0.11,0.0
0194.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0194.jpg,False,,240,522,403,613,N/A,0.13,0.0
0195.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0195.jpg,False,,290,395,421,462,N/A,0.16,0.0
0196.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0196.jpg,False,,582,235,639,265,N/A,0.08,0.0
0197.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0197.jpg,False,,339,452,470,520,N/A,0.15,0.0
0198.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0198.jpg,False,,241,236,345,290,N/A,0.10,0.0
0199.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0199.jpg,False,,274,314,397,377,N/A,0.10,0.0
0200.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0200.jpg,False,,302,542,472,613,N/A,0.11,0.0
0201.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0201.jpg,False,,293,364,426,432,N/A,0.10,0.0
0202.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0202.jpg,False,,170,324,311,403,N/A,0.10,0.0
0203.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0203.jpg,False,,298,469,458,545,N/A,0.11,0.0
0204.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0204.jpg,False,,303,230,444,302,N/A,0.10,0.0
0205.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0205.jpg,False,,369,168,494,232,N/A,0.09,0.0
0206.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0206.jpg,False,,267,429,345,470,N/A,0.11,0.0
0207.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0207.jpg,False,,330,472,465,540,N/A,0.10,0.0
0208.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0208.jpg,False,,276,299,372,343,N/A,0.10,0.0
0209.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0209.jpg,False,,292,203,404,262,N/A,0.10,0.0
0210.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0210.jpg,False,,435,374,627,473,N/A,0.11,0.0
0211.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0211.jpg,False,,255,371,484,493,N/A,0.10,0.0
0212.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0212.jpg,False,,239,344,426,439,N/A,0.10,0.0
0213.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0213.jpg,False,,227,446,366,520,N/A,0.12,0.0
0214.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0214.jpg,False,,313,266,446,334,N/A,0.11,0.0
0215.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0215.jpg,False,,283,408,462,500,N/A,0.09,0.0
0216.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0216.jpg,False,,950,543,1021,590,N/A,0.13,0.0
0217.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0217.jpg,False,,233,267,363,333,N/A,0.10,0.0
0218.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0218.jpg,False,,267,547,441,640,N/A,0.12,0.0
0219.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0219.jpg,False,,219,264,316,317,N/A,0.10,0.0
0220.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0220.jpg,False,,294,304,448,380,N/A,0.11,0.0
0221.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0221.jpg,False,,225,345,296,387,N/A,0.11,0.0
0222.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0222.jpg,False,,421,646,623,773,N/A,0.14,0.0
0223.jpg,D:\GP\EALPR Vechicles dataset\Vehicles\0223.jpg,False,,348,426,578,575,N/A,0.14,0.0
